"id","city","state","stateSlug","citySlug","country","pincode","currency","symbol","compliance","carriers","nodeType","dialingCode","timezone","latitude","longitude","landmark","carrierQuality","localSupport","population","mobileUsers","internetUsers","genderRatioText","malePercentage","femalePercentage","averageIncome","activeMobileDevices","mobilePenetration","internetPenetration","maleCount","femaleCount"
"arunachal-pradesh-deomali","Deomali","Arunachal Pradesh","arunachal-pradesh","deomali","India","786629","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","10.574","79.7531","Deomali Commercial Market Circle","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Deomali, India","974785","749609","573173","946 females per 1,000 males","51.4","48.6","₹10.12L per annum","1150246","76.9","58.8","501039","473746"
"arunachal-pradesh-dirang","Dirang","Arunachal Pradesh","arunachal-pradesh","dirang","India","790101","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","19.3303","74.618","Dirang Techno Park Terminal Hub","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Dirang, India","1568268","1136994","850001","946 females per 1,000 males","51.4","48.6","₹11.24L per annum","1756460","72.5","54.2","806090","762178"
"arunachal-pradesh-doimukh","Doimukh","Arunachal Pradesh","arunachal-pradesh","doimukh","India","791112","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","28.6413","79.6284","Doimukh State Highway Crossing Terminal","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Doimukh, India","4543521","3439445","2703394","919 females per 1,000 males","52.1","47.9","₹10.92L per annum","5315919","75.7","59.5","2367174","2176347"
"arunachal-pradesh-hayuliyang","Hayuliyang","Arunachal Pradesh","arunachal-pradesh","hayuliyang","India","792102","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","28.6859","69.7952","Hayuliyang Techno Park Terminal Hub","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Hayuliyang, India","8752901","6398370","4805342","944 females per 1,000 males","51.4","48.6","₹11.10L per annum","9978307","73.1","54.9","4498991","4253910"
"arunachal-pradesh-hill-top","Hill top","Arunachal Pradesh","arunachal-pradesh","hill-top","India","791103","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","24.4779","71.0813","Hill top Metropolitan IT Corridor","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Hill top, India","6391677","4908807","3470680","954 females per 1,000 males","51.2","48.8","₹9.87L per annum","7030844","76.8","54.3","3272539","3119138"
"arunachal-pradesh-ingkiyong","Ingkiyong","Arunachal Pradesh","arunachal-pradesh","ingkiyong","India","791002","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","28.5304","86.6363","Ingkiyong Techno Park Terminal Hub","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Ingkiyong, India","6914737","5303603","3865337","922 females per 1,000 males","52","48","₹7.11L per annum","7122179","76.7","55.9","3595663","3319074"
"arunachal-pradesh-itanagar-gpo","Itanagar G.P.O","Arunachal Pradesh","arunachal-pradesh","itanagar-gpo","India","791111","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","post_office","+91 33","Asia/Kolkata","17.759","76.5099","Itanagar Commercial Market Circle","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Itanagar G.P.O, India","39202","30185","21443","935 females per 1,000 males","51.7","48.3","₹4.22L per annum","43514","77","54.7","20267","18935"
"arunachal-pradesh-kalkalang","Kalkalang","Arunachal Pradesh","arunachal-pradesh","kalkalang","India","790002","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","9.8374","80.1392","Kalkalang Central Industrial Area Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Kalkalang, India","2649022","1962925","1533783","911 females per 1,000 males","52.3","47.7","₹7.96L per annum","2675512","74.1","57.9","1385439","1263583"
"arunachal-pradesh-khousa","Khousa","Arunachal Pradesh","arunachal-pradesh","khousa","India","786630","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","13.1295","69.9561","Khousa Civil Station Complex","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Khousa, India","1483852","1129211","912568","928 females per 1,000 males","51.9","48.1","₹9.21L per annum","1587721","76.1","61.5","770119","713733"
"arunachal-pradesh-kimin","Kimin","Arunachal Pradesh","arunachal-pradesh","kimin","India","791121","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","18.6546","72.7353","Kimin Old Town Fort Gate Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Kimin, India","9401257","7173159","5123685","961 females per 1,000 males","51","49","₹8.20L per annum","9495269","76.3","54.5","4794641","4606616"
"arunachal-pradesh-langding","Langding","Arunachal Pradesh","arunachal-pradesh","langding","India","786631","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","30.061","70.9454","Langding Central Industrial Area Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Langding, India","3173256","2376768","1894433","911 females per 1,000 males","52.3","47.7","₹7.44L per annum","3458849","74.9","59.7","1659613","1513643"
"arunachal-pradesh-likabili","Likabili","Arunachal Pradesh","arunachal-pradesh","likabili","India","791125","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","18.5443","87.5028","Likabili Techno Park Terminal Hub","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Likabili, India","3289645","2562633","2013262","947 females per 1,000 males","51.4","48.6","₹7.61L per annum","3552816","77.9","61.2","1690878","1598767"
"arunachal-pradesh-mebo","Mebo","Arunachal Pradesh","arunachal-pradesh","mebo","India","791104","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","24.1569","80.4099","Mebo Railway Station Chowk Node","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Mebo, India","5265898","4060007","3043689","954 females per 1,000 males","51.2","48.8","₹9.04L per annum","6055782","77.1","57.8","2696140","2569758"
"arunachal-pradesh-mechuka","Mechuka","Arunachal Pradesh","arunachal-pradesh","mechuka","India","792051","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","10.0683","77.6763","Mechuka Telecom Exchange Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Mechuka, India","7867368","5869056","4633879","958 females per 1,000 males","51.1","48.9","₹10.86L per annum","8968799","74.6","58.9","4020225","3847143"
"arunachal-pradesh-meeo","Meeo","Arunachal Pradesh","arunachal-pradesh","meeo","India","792122","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","25.5147","88.1287","Meeo Railway Station Chowk Node","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Meeo, India","3928730","3048694","2180445","926 females per 1,000 males","51.9","48.1","₹7.79L per annum","3968017","77.6","55.5","2039011","1889719"
"arunachal-pradesh-naharlagon","Naharlagon","Arunachal Pradesh","arunachal-pradesh","naharlagon","India","791110","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","29.3225","86.7517","Naharlagon Municipal Office Plaza","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Naharlagon, India","691127","516962","427807","945 females per 1,000 males","51.4","48.6","₹8.79L per annum","801707","74.8","61.9","355239","335888"
"arunachal-pradesh-nampong","Nampong","Arunachal Pradesh","arunachal-pradesh","nampong","India","792123","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","25.4029","75.9532","Nampong Central Industrial Area Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Nampong, India","5058070","3758146","2969087","965 females per 1,000 males","50.9","49.1","₹9.48L per annum","5159231","74.3","58.7","2574558","2483512"
"arunachal-pradesh-namsai","Namsai","Arunachal Pradesh","arunachal-pradesh","namsai","India","792103","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","21.2602","88.8744","Namsai Techno Park Terminal Hub","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Namsai, India","7635962","5665883","4398314","928 females per 1,000 males","51.9","48.1","₹10.54L per annum","8781356","74.2","57.6","3963064","3672898"
"arunachal-pradesh-nirjuli","Nirjuli","Arunachal Pradesh","arunachal-pradesh","nirjuli","India","791109","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","12.618","71.6507","Nirjuli Techno Park Terminal Hub","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Nirjuli, India","9559010","7188375","5333927","940 females per 1,000 males","51.5","48.5","₹9.07L per annum","9750190","75.2","55.8","4922890","4636120"
"arunachal-pradesh-pasighat","Pasighat","Arunachal Pradesh","arunachal-pradesh","pasighat","India","791102","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","28.1891","74.8645","Pasighat Municipal Office Plaza","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Pasighat, India","4190222","3197139","2547654","942 females per 1,000 males","51.5","48.5","₹9.04L per annum","4902559","76.3","60.8","2157964","2032258"
"arunachal-pradesh-ramkrishna-mission","Ramkrishna Mission","Arunachal Pradesh","arunachal-pradesh","ramkrishna-mission","India","791113","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","24.6537","74.4571","Ramkrishna Mission State Highway Crossing Terminal","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Ramkrishna Mission, India","6857072","5252517","3915388","926 females per 1,000 males","51.9","48.1","₹11.84L per annum","7885632","76.6","57.1","3558820","3298252"
"arunachal-pradesh-roing","Roing","Arunachal Pradesh","arunachal-pradesh","roing","India","792110","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","8.6334","86.3104","Roing Civil Station Complex","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Roing, India","9013399","6507674","5047503","943 females per 1,000 males","51.5","48.5","₹8.87L per annum","9554202","72.2","56","4641900","4371499"
"arunachal-pradesh-saijussa","Saijussa","Arunachal Pradesh","arunachal-pradesh","saijussa","India","790103","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","23.0245","88.8686","Saijussa Civil Station Complex","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Saijussa, India","7382940","5743927","4245190","940 females per 1,000 males","51.5","48.5","₹6.97L per annum","8195063","77.8","57.5","3802214","3580726"
